Councilperson,DocType,Payee,EntityAddressLine1,Payee Address,Date, Amount ,Description,Category,
Green,CFR - Schedule III - Statement of Expenditures,Noble: An American Cookery,2025 Sansom St,2025 Sansom St  Philadelphia PA 191034416,12/22/2010,$48.70 ,meal/meeting,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Munk & Nunn,4382 Main St,4382 Main St  Philadelphia PA 191271438,12/27/2010,$50.00 ,meal/meeting,"Wining, Dining & Entertaining",
Sanchez,CFR - Schedule III - Statement of Expenditures,Morton Williams,908 2nd Avenue,908 2nd Avenue  New york NY 10017,12/10/2010,$44.97 ,Meeting Expense,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Melograno,2012 Sansom St,2012 Sansom St  Philadelphia PA 191034417,12/21/2010,$738.57 ,meal/meeting,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,McNally's Tavern,8634 Germantown Ave,8634 Germantown Ave  Philadelphia PA 191182841,8/11/2010,$49.76 ,meal/meeting,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,McGillin's Olde Ale House,1310 Drury St,1310 Drury St  Philadelphia PA 191074520,2/26/2010,$64.60 ,meal,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,McFadden's Ball Park LLC,1 Citizens Bank Way,1 Citizens Bank Way  Philadelphia PA 191485205,6/25/2010,$18.00 ,meal,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,McCormick & Schmick's,1 S Broad St,1 S Broad St  Philadelphia PA 191073403,1/29/2010,$223.89 ,meal,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,McCormick & Schmick's,1 S Broad St,1 S Broad St  Philadelphia PA 191073403,5/20/2010,$162.97 ,meal,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,McCormick & Schmick's,1 S Broad St,1 S Broad St  Philadelphia PA 191073403,3/29/2010,$82.19 ,meal,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,McCormick & Schmick's,1 S Broad St,1 S Broad St  Philadelphia PA 191073403,9/9/2010,$73.66 ,meal/meeting,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,McCormick & Schmick's,1 S Broad St,1 S Broad St  Philadelphia PA 191073403,9/20/2010,$66.05 ,meal/meeting,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,McCormick & Schmick's,1 S Broad St,1 S Broad St  Philadelphia PA 191073403,10/22/2010,$61.20 ,meal/meeting,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,McCormick & Schmick's,1 S Broad St,1 S Broad St  Philadelphia PA 191073403,7/7/2010,$40.43 ,meal/meeting,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Marathon Grill,1818 Market St,1818 Market St  Philadelphia PA 191033638,1/13/2010,$35.05 ,meal,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Marathon Grill,1818 Market St,1818 Market St  Philadelphia PA 191033638,5/11/2010,$28.22 ,meal,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Marathon Grill,1818 Market St,1818 Market St  Philadelphia PA 191033638,10/22/2010,$21.01 ,meal/meeting,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Marathon Grill,1818 Market St,1818 Market St  Philadelphia PA 191033638,4/19/2010,$19.16 ,meal,"Wining, Dining & Entertaining",
Sanchez,CFR - Schedule III - Statement of Expenditures,Los Catrines Tequila's,1602 Locust Street,1602 Locust Street  Philadelphia PA 19103,5/13/2010,$209.55 ,Meeting Expense,"Wining, Dining & Entertaining",
Sanchez,CFR - Schedule III - Statement of Expenditures,Los Catrines Tequila's,1602 Locust Street,1602 Locust Street  Philadelphia PA 19103,5/13/2010,$20.05 ,Meeting Expense,"Wining, Dining & Entertaining",
Sanchez,CFR - Schedule III - Statement of Expenditures,Lena Restaurant,34 W. 35th Street,34 W. 35th Street  New York NY 10001,12/13/2010,$34.32 ,Meeting Expense,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,La Famiglia Restaurant,8 S Front St,8 S Front St  Philadelphia PA 191063001,3/8/2010,$158.56 ,meal,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Kildare's,4417 Main St,4417 Main St  Philadelphia PA 191271324,5/20/2010,$11.50 ,meal,"Wining, Dining & Entertaining",
Jones,CFR - Schedule III - Statement of Expenditures,Keith Jones,5044 W. Nevada Street,5044 W. Nevada Street  Philadelphia PA 19131,7/30/2010,$300.00 ,Refreshments,"Wining, Dining & Entertaining",
Jones,CFR - Schedule III - Statement of Expenditures,Karen Lewis,212 Brookview Place,212 Brookview Place  Elkins Park PA 19027,7/29/2010,$125.00 ,Retreat - Food AS (Fish Breakfast),"Wining, Dining & Entertaining",
Jones,CFR - Schedule III - Statement of Expenditures,Karen Lewis,212 Brookview Place,212 Brookview Place  Elkins Park PA 19027,2/1/2010,$35.00 ,Parking$22/Food - Downtown Campaign Meeting,"Wining, Dining & Entertaining",
Jones,CFR - Schedule III - Statement of Expenditures,Karen Lewis,212 Brookview Place,212 Brookview Place  Elkins Park PA 19027,1/25/2010,$30.00 ,Parking/Food Meeting at Attorney Office,"Wining, Dining & Entertaining",
Jones,CFR - Schedule III - Statement of Expenditures,Karen Lewis,212 Brookview Place,212 Brookview Place  Elkins Park PA 19027,11/12/2010,$4.69 ,Food,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Johnny Manana's,4201 Ridge Ave,4201 Ridge Ave  Philadelphia PA 191291730,7/6/2010,$32.00 ,meal/meeting,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,J&B Liquors,2352 Route 206,2352 Route 206  Southampton NJ 80881629,8/8/2010,$59.89 ,beverages for event,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Italian Bistro,211 S Broad St,211 S Broad St  Philadelphia PA 191075324,3/19/2010,$104.82 ,meal,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Isla Verde Cafe,2725 N American St,2725 N American St  Philadelphia PA 191333532,10/4/2010,$44.44 ,meal/meeting,"Wining, Dining & Entertaining",
Sanchez,CFR - Schedule III - Statement of Expenditures,Isla Verde Cafe,2725 North American Street,2725 North American Street  Philadelphia PA 19133,9/16/2010,$41.00 ,Meeting Expense,"Wining, Dining & Entertaining",
Sanchez,CFR - Schedule III - Statement of Expenditures,Isla Verde Cafe,2725 North American Street,2725 North American Street  Philadelphia PA 19133,2/8/2010,$23.00 ,Meeting Expense,"Wining, Dining & Entertaining",
Sanchez,CFR - Schedule III - Statement of Expenditures,Isla Verde,2725 North American Street,2725 North American Street  Philadelphia PA 19133,8/16/2010,$296.16 ,Meeting Expense,"Wining, Dining & Entertaining",
Sanchez,CFR - Schedule III - Statement of Expenditures,Isla Verde,2725 North American Street,2725 North American Street  Philadelphia PA 19133,5/10/2010,$210.00 ,Meeting Expense,"Wining, Dining & Entertaining",
Sanchez,CFR - Schedule III - Statement of Expenditures,Isla Verde,2725 North American Street,2725 North American Street  Philadelphia PA 19133,8/12/2010,$94.00 ,Meeting Expense,"Wining, Dining & Entertaining",
Sanchez,CFR - Schedule III - Statement of Expenditures,Isla Verde,2725 North American Street,2725 North American Street  Philadelphia PA 19133,4/14/2010,$40.00 ,Meeting Expense,"Wining, Dining & Entertaining",
Sanchez,CFR - Schedule III - Statement of Expenditures,Isla Nena Restaurant,177 W. Lehigh Avenue,177 W. Lehigh Avenue  Philadelphia PA 19133,3/29/2010,$41.50 ,Meeting Expense,"Wining, Dining & Entertaining",
Sanchez,CFR - Schedule III - Statement of Expenditures,Hyatt at the Bellevue,200 S. Broad Street,200 S. Broad Street  Philadelphia PA 19102,5/24/2010,$80.00 ,Meeting Expense,"Wining, Dining & Entertaining",
Brown,CFR - Schedule III - Statement of Expenditures,HOUSING ASSOCIATION OF DELAWARE VALLEY,,   PA ,7/13/2010,$195.00 ,GOLF OUTING DINNER/AUCTION,"Wining, Dining & Entertaining",
Sanchez,CFR - Schedule III - Statement of Expenditures,Girard Supermarket,431 W. Girard Avenue,431 W. Girard Avenue  Philadelphia PA 19122,5/6/2010,$10.50 ,District-Activities,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Gianfranco Pizza Rustica,6 N 3rd St,6 N 3rd St  Philadelphia PA 191062113,3/6/2010,$43.75 ,meal,"Wining, Dining & Entertaining",
Clarke,CFR - Schedule III - Statement of Expenditures,Fresh Grocer,1501 Chestnut st,1501 Chestnut st  phila PA 19122,12/2/2010,$59.38 ,hoagies,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Four Seasons Hotel,130 N 18th St,130 N 18th St  Philadelphia PA 191036933,12/7/2010,$98.40 ,meal/meeting,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Four Seasons Hotel,130 N 18th St,130 N 18th St  Philadelphia PA 191036933,1/27/2010,$29.00 ,meal,"Wining, Dining & Entertaining",
O'Neill,CFR - Schedule III - Statement of Expenditures,Founding Farmers,1924 Pennsylvania Ave NW,1924 Pennsylvania Ave NW  Washington DC 20006,11/7/2010,$52.00 ,Meal Expense,"Wining, Dining & Entertaining",
O'Neill,CFR - Schedule III - Statement of Expenditures,Fork,306 Market Street,306 Market Street  Philadelphia PA 19106,3/16/2010,$16.20 ,Meal Expense,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Fluke's Restaurant and Pub,7401 State Rd,7401 State Rd  Philadelphia PA 191364213,10/21/2010,$32.59 ,meal/meeting,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Finnigan's Wake,537 N 3rd St,537 N 3rd St  Philadelphia PA 191232936,4/5/2010,$16.00 ,meal,"Wining, Dining & Entertaining",
O'Neill,CFR - Schedule III - Statement of Expenditures,Filos,961 Bristol Pike,961 Bristol Pike  Bensalem PA 19020,3/10/2010,$38.96 ,Meal Expense,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Famous 4th Street Delicatessen,700 S 4th St,700 S 4th St  Philadelphia PA 191473102,11/2/2010,$48.61 ,meal/meeting,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Famous 4th Street Delicatessen,700 S 4th St,700 S 4th St  Philadelphia PA 191473102,5/18/2010,$17.85 ,meal,"Wining, Dining & Entertaining",
Jones,CFR - Schedule III - Statement of Expenditures,Espositos,1627 S. 10th Street,1627 S. 10th Street  Philadelphia PA 19148,8/3/2010,$105.88 ,Staff Retreat Luncheon,"Wining, Dining & Entertaining",
O'Neill,CFR - Schedule III - Statement of Expenditures,Ernesto's Cafe,1521 Spruce street,1521 Spruce street  Philadelphia PA 19102,9/15/2010,$86.10 ,Meal Expense,"Wining, Dining & Entertaining",
O'Neill,CFR - Schedule III - Statement of Expenditures,Emma's Restaurant,7311 Frankford Avenue,7311 Frankford Avenue  Philadelphia PA 19136,6/14/2010,$137.42 ,Meal Expense,"Wining, Dining & Entertaining",
O'Neill,CFR - Schedule III - Statement of Expenditures,El Rey Restaurant,2013 Chestnut Street,2013 Chestnut Street  Philadelphia PA 19103,8/4/2010,$85.86 ,Meal Expense,"Wining, Dining & Entertaining",
Sanchez,CFR - Schedule III - Statement of Expenditures,Dunkin Donuts,1500 Spring Garden Street,1500 Spring Garden Street  Philadelphia PA 19122,12/22/2010,$11.95 ,Meeting Expense,"Wining, Dining & Entertaining",
Sanchez,CFR - Schedule III - Statement of Expenditures,Dunkin 331955,917 West Girard Avenue,917 West Girard Avenue  Philadelphia PA 19123,4/12/2010,$66.30 ,Meeting Expense,"Wining, Dining & Entertaining",
Tasco,CFR - Schedule III - Statement of Expenditures,DENISE'S DELICACIES,2916 N 22ND STREET,2916 N 22ND STREET  PHILADELPHIA PA 19132,4/14/2010,$58.00 ,CAKE FOR PRESIDENT VERNA,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Del Frisco's,1426 Chestnut St,1426 Chestnut St  Philadelphia PA 191022505,2/26/2010,$52.89 ,meal,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Del Frisco's,1426 Chestnut St,1426 Chestnut St  Philadelphia PA 191022505,9/9/2010,$46.39 ,meal/meeting,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Darling's,1033 N 2nd St,1033 N 2nd St  Philadelphia PA 191231661,10/29/2010,$32.40 ,meal/meeting,"Wining, Dining & Entertaining",
Sanchez,CFR - Schedule III - Statement of Expenditures,Darlings,1033 N. 2nd Street,1033 N. 2nd Street  Philadelphia PA 19123,4/29/2010,$42.00 ,Meeting Expense,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,D'Angelo's Ristorante,256 S 20th St,256 S 20th St  Philadelphia PA 191035601,6/14/2010,$295.45 ,meeting,"Wining, Dining & Entertaining",
Jones,CFR - Schedule III - Statement of Expenditures,"Curtis Jones, Jr.",5438 Wyndale Avenue,5438 Wyndale Avenue  Philadelphia PA 19131,9/3/2010,$550.00 ,"CBC Washinton, DC Travel/Food","Wining, Dining & Entertaining",
Jones,CFR - Schedule III - Statement of Expenditures,"Curtis Jones, Jr.",5438 Wyndale Avenue,5438 Wyndale Avenue  Philadelphia PA 19131,10/19/2010,$270.00 ,DeShawn Jackson Dinner - Soul to Soul,"Wining, Dining & Entertaining",
Jones,CFR - Schedule III - Statement of Expenditures,"Curtis Jones, Jr.",5438 Wyndale Avenue,5438 Wyndale Avenue  Philadelphia PA 19131,2/3/2010,$199.00 ,Food - Meeting on 2/6/2010,"Wining, Dining & Entertaining",
Jones,CFR - Schedule III - Statement of Expenditures,"Curtis Jones, Jr.",5438 Wyndale Avenue,5438 Wyndale Avenue  Philadelphia PA 19131,1/26/2010,$165.00 ,Food - Office Meeting,"Wining, Dining & Entertaining",
Jones,CFR - Schedule III - Statement of Expenditures,"Curtis Jones, Jr.",5438 Wyndale Avenue,5438 Wyndale Avenue  Philadelphia PA 19131,4/5/2010,$145.00 ,Food/Meeting,"Wining, Dining & Entertaining",
Tasco,CFR - Schedule III - Statement of Expenditures,CRYSTAL JACOBS,577 CITY HALL,577 CITY HALL  PHILADELPHIA PA 19107,9/14/2010,$24.00 ,LUNCH MEETING,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Courtyard by Marriott Philadelphia Downtown,21 N Juniper St,21 N Juniper St  Philadelphia PA 191071901,9/27/2010,$50.66 ,meal/meeting,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Courtyard by Marriott Philadelphia Downtown,21 N Juniper St,21 N Juniper St  Philadelphia PA 191071901,6/7/2010,$11.90 ,meal,"Wining, Dining & Entertaining",
Jones,CFR - Schedule III - Statement of Expenditures,Chris' Jazz Club,1421 Sansom Street,1421 Sansom Street  Philadelphia PA 19102,12/14/2010,$100.00 ,Fundraiser Location/Food Expense,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Chops Restaurant,401 E City Ave,401 E City Ave  Bala Cynwyd PA 190041122,12/16/2010,$235.51 ,meal/meeting,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Chops Restaurant,401 E City Ave,401 E City Ave  Bala Cynwyd PA 190041122,12/8/2010,$79.06 ,meal/meeting,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Chops Restaurant,401 E City Ave,401 E City Ave  Bala Cynwyd PA 190041122,12/16/2010,$48.70 ,meal/meeting,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Chestnut Grill & Sidewalk Cafe,8229 Germantown Ave,8229 Germantown Ave  Philadelphia PA 191183401,11/3/2010,$42.75 ,meal/meeting,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Capital Grille,1338 Chestnut St,1338 Chestnut St  Philadelphia PA 191074525,2/12/2010,$229.82 ,meal,"Wining, Dining & Entertaining",
O'Neill,CFR - Schedule III - Statement of Expenditures,Capital Grille,1338 Chestnut St.,1338 Chestnut St.  Philadelphia PA 19107,10/25/2010,$190.75 ,Meal Expense,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Capital Grille,1338 Chestnut St,1338 Chestnut St  Philadelphia PA 191074525,6/4/2010,$151.42 ,meal,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Capital Grille,1338 Chestnut St,1338 Chestnut St  Philadelphia PA 191074525,8/3/2010,$142.53 ,meal/meeting,"Wining, Dining & Entertaining",
O'Neill,CFR - Schedule III - Statement of Expenditures,Capital Grille,1338 Chestnut St.,1338 Chestnut St.  Philadelphia PA 19107,7/28/2010,$125.44 ,Meal Expense,"Wining, Dining & Entertaining",
Sanchez,CFR - Schedule III - Statement of Expenditures,Capital Grille,1338 Chestnut Street,1338 Chestnut Street  Philadelphia PA 19107,4/19/2010,$120.00 ,Meeting Expense,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Capital Grille,1338 Chestnut St,1338 Chestnut St  Philadelphia PA 191074525,9/24/2010,$86.40 ,meal/meeting,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Capital Grille,1338 Chestnut St,1338 Chestnut St  Philadelphia PA 191074525,6/28/2010,$72.48 ,meal/meeting,"Wining, Dining & Entertaining",
Sanchez,CFR - Schedule III - Statement of Expenditures,Capital Grille,1338 Chestnut Street,1338 Chestnut Street  Philadelphia PA 19107,10/22/2010,$63.46 ,Meeting Expense,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Capital Grille,1338 Chestnut St,1338 Chestnut St  Philadelphia PA 191074525,12/15/2010,$30.30 ,meal/meeting,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Omnis Network,3655 Torrance Blvd,3655 Torrance Blvd Ste 230 Torrance CA 905034833,2/24/2010,$32.85 ,web hosting fee,Office Expenses,
Green,CFR - Schedule III - Statement of Expenditures,Omnis Network,3655 Torrance Blvd,3655 Torrance Blvd Ste 230 Torrance CA 905034833,5/24/2010,$32.85 ,web hosting fee,Office Expenses,
Green,CFR - Schedule III - Statement of Expenditures,Omnis Network,3655 Torrance Blvd,3655 Torrance Blvd Ste 230 Torrance CA 905034833,8/23/2010,$32.85 ,web hosting fee,Office Expenses,
Green,CFR - Schedule III - Statement of Expenditures,Omnis Network,3655 Torrance Blvd,3655 Torrance Blvd Ste 230 Torrance CA 905034833,11/24/2010,$32.85 ,web hosting fee,Office Expenses,
Kenney,CFR - Schedule III - Statement of Expenditures,Voicenet,9810 Ashton Road,9810 Ashton Road  Philadelphia PA 19114,3/5/2010,$95.40 ,Web Hosting,Office Expenses,
Green,CFR - Schedule III - Statement of Expenditures,"Vested Rabbit Technology, LLC",225 Church St,225 Church St Apt 4A Philadelphia PA 191064525,11/19/2010,$768.00 ,website development,Office Expenses,
Green,CFR - Schedule III - Statement of Expenditures,Paychex,911 Panorama Trl S,911 Panorama Trl S  Rochester NY 146252311,10/8/2010,$58.33 ,service fee,Office Expenses,
Green,CFR - Schedule III - Statement of Expenditures,Paychex,911 Panorama Trl S,911 Panorama Trl S  Rochester NY 146252311,10/22/2010,$52.83 ,service fee,Office Expenses,
Green,CFR - Schedule III - Statement of Expenditures,Paychex,911 Panorama Trl S,911 Panorama Trl S  Rochester NY 146252311,11/5/2010,$52.83 ,service fee,Office Expenses,
Green,CFR - Schedule III - Statement of Expenditures,Paychex,911 Panorama Trl S,911 Panorama Trl S  Rochester NY 146252311,11/19/2010,$52.83 ,service fee,Office Expenses,
Green,CFR - Schedule III - Statement of Expenditures,Paychex,911 Panorama Trl S,911 Panorama Trl S  Rochester NY 146252311,12/3/2010,$52.83 ,service fee,Office Expenses,
Green,CFR - Schedule III - Statement of Expenditures,Paychex,911 Panorama Trl S,911 Panorama Trl S  Rochester NY 146252311,12/17/2010,$52.83 ,service fee,Office Expenses,
Green,CFR - Schedule III - Statement of Expenditures,Paychex,911 Panorama Trl S,911 Panorama Trl S  Rochester NY 146252311,12/31/2010,$52.83 ,service fee,Office Expenses,
Green,CFR - Schedule III - Statement of Expenditures,Paychex,911 Panorama Trl S,911 Panorama Trl S  Rochester NY 146252311,9/27/2010,$49.11 ,service fee,Office Expenses,
